intent,sub intent,data,slots
agrochemicals,fertilizers,how is manure prepared and what elements are present in it,O O O O O O B-agrochemical_ingredients O O O O
agrochemicals,herbicides,what are the varieties of herbicides,O O O O O B-agrochemical_type
agrochemicals,pesticides,pesticides include what ingredients,B-agrochemical_type O O B-agrochemical_ingredients
agrochemicals,pesticides,are expired pesticides effective for use,O O B-agrochemical_type O O B-agrochemical_usecase
agrochemicals,fungicides,how do you make organic fungicide,O O O O B-agrochemical_usecase B-agrochemical_type
agrochemicals,insecticides,how do insecticides work,O O B-agrochemical_type B-agrochemical_usecase
agrochemicals,pesticides,what is the most effective pesticide,O O O O O B-agrochemical_type
agrochemicals,fertilizers,what are the advantages of organic manures over conventional chemical fertilizers,O O O B-agrochemical_adv O B-agrochemical_usecase O O O B-agrochemical_ingredients B-agrochemical_type
agrochemicals,fertilizers,what are the symptoms of phosphorous deficiency in plants,O O O O O B-agrochemical_ingredients O O O
agrochemicals,fertilizers,why is too much fertilizer bad for plants,O O O B-agrochemical_dosage B-agrochemical_type B-agrochemical_disadv O O
agrochemicals,insecticides,what is the amount of insecticide required for crops,O O O B-agrochemical_price O B-agrochemical_type O O B-agrochemical_usecase
agrochemicals,fungicides,what is the most commonly used fungicide,O O O O O B-agrochemical_usecase B-agrochemical_type
agrochemicals,herbicides,what are the most toxic herbicides,O O O O O B-agrochemical_type
agrochemicals,fertilizers,how is fertilizer prepared,O O B-agrochemical_type O
agrochemicals,pesticides,what factors go into determining pesticide dosage,O O O O O B-agrochemical_type B-agrochemical_dosage
agrochemicals,pesticides,what happens to pesticides in the soil,O O O B-agrochemical_type O O O
agrochemicals,fertilizers,what do dap fertilizer contain,O O O B-agrochemical_type B-agrochemical_ingredients
agrochemicals,herbicides,how long does herbicide last in container,O O O B-agrochemical_type B-agrochemical_shelflife O B-agrochemical_ingredients
agrochemicals,herbicides,how long does herbicide last on plants,O O O B-agrochemical_type B-agrochemical_shelflife O O
agrochemicals,pesticides,are pesticides good for environment,O B-agrochemical_type B-agrochemical_adv O O
agrochemicals,fertilizers,are organic fertilizers good,O B-agrochemical_usecase B-agrochemical_type B-agrochemical_adv
agrochemicals,pesticides,are pesticides necessary,O B-agrochemical_type O
agrochemicals,insecticides,what is the benefit of insecticides usage,O O O B-agrochemical_adv O B-agrochemical_type B-agrochemical_usecase
agrochemicals,fungicides,what is formulation of fungicide,O O B-agrochemical_ingredients O B-agrochemical_type
agrochemicals,insecticides,what chemicals are in insecticide,O B-agrochemical_ingredients O O B-agrochemical_type
agrochemicals,pesticides,what is a popular pesticide,O O O O B-agrochemical_type
agrochemicals,herbicides,how is herbicide made,O O B-agrochemical_type O
agrochemicals,pesticides,is pesticide bad for plants,O B-agrochemical_type B-agrochemical_disadv O O
agrochemicals,herbicides,what are the advantages of herbicide usage,O O O B-agrochemical_adv O B-agrochemical_type B-agrochemical_usecase
agrochemicals,fungicides,what is the use of agrochemicals,O O O B-agrochemical_usecase O B-agrochemical_ingredients
agrochemicals,herbicides,differentiate between herbicide and insecticide,O O B-agrochemical_type O B-agrochemical_type
agrochemicals,pesticides,what are pesticides,O O B-agrochemical_type
agrochemicals,fertilizers,example of organic fertilizer,O O B-agrochemical_usecase B-agrochemical_type
agrochemicals,fertilizers,how is fertilizer used,O O B-agrochemical_type B-agrochemical_usecase
agrochemicals,fertilizers,positive impact of fertilizer,O O O B-agrochemical_type
agrochemicals,insecticides,in what dosage is insecticide required,O O B-agrochemical_dosage O B-agrochemical_type O
agrochemicals,fertilizers,does fertlizer have negative impact on soil,O O O O O O O
agrochemicals,pesticides,can pesticide harm environment,O B-agrochemical_type B-agrochemical_disadv O
agrochemicals,pesticides,do organic pesticides work,O B-agrochemical_usecase B-agrochemical_type B-agrochemical_usecase
agrochemicals,pesticides,what are different forms of pesticides,O O O O O B-agrochemical_type
agrochemicals,insecticides,what is the cost of insecticides,O O O B-agrochemical_price O B-agrochemical_type
agrochemicals,herbicides,best time to use herbicide,O B-agrochemical_shelflife O B-agrochemical_usecase B-agrochemical_type
agrochemicals,insecticides,how do you calculate the amount of insecticides needed,O O O O O B-agrochemical_price O B-agrochemical_type O
alternative_farming_methods,horticulture,what is horticulture,O O B-method_type
alternative_farming_methods,organic farming,what is organic farming and its advantages,O O B-method_type O O O B-method_adv
alternative_farming_methods,horticulture,is horticulture cheap,O B-method_type O
alternative_farming_methods,viticulture,what is the shelf life of grapes,O O O O B-method_duration O B-method_type
alternative_farming_methods,floriculture,what are the disadvantages of greenhouse in floriculture,O O O B-method_adv O B-method_use O B-method_type
alternative_farming_methods,horticulture,how much water is required by the potato plants,O O B-method_requirements O B-method_requirements O O B-method-subtype O
alternative_farming_methods,floriculture,what are the high demand flowers in india,O O O O O B-method_type O O
alternative_farming_methods,horticulture,is horticulture too expensive,O B-method_type O O
alternative_farming_methods,floriculture,which flower is most grown in india,O B-method_type O O B-method_duration O O
alternative_farming_methods,horticulture,what are the water conditions required to grow herbs,O O O B-method_requirements O B-method_requirements O B-method_duration O
alternative_farming_methods,organic farming,what is the helpline for organic farming,O O O B-method_helpline O B-method_type O
alternative_farming_methods,viticulture,what are the labour requirements of viticulture,O O O B-method_requirements B-method_requirements O B-method_type
alternative_farming_methods,organic farming,how much can i charge for organic vegetables in the market,O O O O B-method_investment_cost O B-method_type B-method-subtype O O B-method_investment_cost
alternative_farming_methods,horticulture,which nuts are good to sell,O O O B-method_adv O O
alternative_farming_methods,viticulture,can viticulture be profitable,O B-method_type O B-method_investment_cost
alternative_farming_methods,organic farming,are organic yields lower,O B-method_type B-method_yield O
alternative_farming_methods,horticulture,what vegetables can be grown in water or what vegetables can one re-grow,O B-method-subtype O O B-method_duration O B-method_requirements O O B-method-subtype O O B-method_duration
alternative_farming_methods,organic farming,what is the importance of organic farming,O O O O O B-method_type O
alternative_farming_methods,viticulture,is there any helpline for viticulture,O O O B-method_helpline O B-method_type
alternative_farming_methods,floriculture,is floriculture seasonal,O B-method_type O
alternative_farming_methods,horticulture,is india famous for herbs,O O O O O
alternative_farming_methods,floriculture,which countries are known for floriculture,O O O O O B-method_type
alternative_farming_methods,viticulture,is grapes easy to sell in the market,O B-method_type O O O O O B-method_investment_cost
alternative_farming_methods,floriculture,what is the lifespan of flowers,O O O B-method_duration O B-method_type
alternative_farming_methods,viticulture,how cost effective is viticulture,O B-method_investment_cost B-method_disadv O B-method_type
alternative_farming_methods,organic farming,is organic farming is advantageous for small and marginal farmer,O B-method_type O O B-method_adv O O O O O
alternative_farming_methods,viticulture,is viticulture too expensive,O B-method_type O O
alternative_farming_methods,viticulture,what is the duration for grape harvesting,O O O B-method_duration O B-method_type B-method_yield
alternative_farming_methods,viticulture,what is the best way to water grapes,O O O B-method_adv O O B-method_requirements B-method_type
alternative_farming_methods,floriculture,is floriculture too expensive,O B-method_type O O
alternative_farming_methods,floriculture,which season is best for floriculture,O O O B-method_adv O B-method_type
alternative_farming_methods,floriculture,does floriculture come under alternative farming methods,O B-method_type O O O O O
alternative_farming_methods,floriculture,is marigold easy to grow,O B-method-subtype O O B-method_duration
alternative_farming_methods,floriculture,is floriculture a cost effective farming method,O B-method_type O B-method_investment_cost B-method_disadv O O
alternative_farming_methods,viticulture,how to apply fertilisers to grapes,O O B-method_use B-method_requirements O B-method_type
alternative_farming_methods,floriculture,how long does it take to grow cut flowers,O B-method_duration O O O O B-method_duration O B-method_type
alternative_farming_methods,floriculture,what is floriculture,O O B-method_type
alternative_farming_methods,horticulture,what months are potatoes harvested and how long does it take to harvest after flowering,O B-method_duration O B-method-subtype B-method_yield O O B-method_duration O O O O B-method_yield O B-method_type
alternative_farming_methods,horticulture,what are the tools required for horticulture,O O O O B-method_requirements O B-method_type
alternative_farming_methods,floriculture,what are the products of floriculture,O O O B-method_use O B-method_type
alternative_farming_methods,floriculture,is floriculture a profitable business,O B-method_type O B-method_investment_cost O
alternative_farming_methods,organic farming,how inexpensive is organic farming,O O O B-method_type O
alternative_farming_methods,organic farming,is organic farming labour intensive,O B-method_type O B-method_requirements O
alternative_farming_methods,floriculture,which website to visit to know about floriculture,O B-method_helpline O O O O O B-method_type
alternative_farming_methods,horticulture,is horticulture seasonal,O B-method_type O
alternative_farming_methods,viticulture,what is the storage needed for viticulture,O O O B-method_requirements B-method_adv O B-method_type
alternative_farming_methods,organic farming,how are crop diseases managed on organic farms,O O O B-method_requirements B-method_use O B-method_type O
alternative_farming_methods,horticulture,what vegetables are grown in horticulture,O B-method-subtype O B-method_duration O B-method_type
alternative_farming_methods,organic farming,how cheap is it to do organic farming,O O O O O O B-method_type O
alternative_farming_methods,organic farming,can organic farming be done in any month,O B-method_type O O O O O B-method_duration
alternative_farming_methods,horticulture,how does growing vegetables benefit farmers,O O B-method_duration B-method-subtype B-method_adv O
alternative_farming_methods,horticulture,how long does it take to grow potatoes,O B-method_duration O O O O B-method_duration B-method-subtype
alternative_farming_methods,viticulture,is greenhouse needed for viticulture,O B-method_use B-method_adv O B-method_type
alternative_farming_methods,floriculture,what is the website available for floriculture information,O O O B-method_helpline O O B-method_type B-method_helpline
alternative_farming_methods,organic farming,what are the advantages of organic farming,O O O B-method_adv O B-method_type O
alternative_farming_methods,horticulture,what is the shelf life of herbs,O O O O B-method_duration O O
alternative_farming_methods,horticulture,what is the best way to water a vegetable farm and how much water is required by the vegetable crop,O O O B-method_adv O O B-method_requirements O B-method-subtype O O O O B-method_requirements O B-method_requirements O O B-method-subtype O
alternative_farming_methods,viticulture,what is viticulture,O O B-method_type
alternative_farming_methods,organic farming,how many months does organic farming take,O O B-method_duration O B-method_type O O
alternative_farming_methods,organic farming,what is the best method to grow organic vegetables,O O O B-method_adv O O B-method_duration B-method_type B-method-subtype
alternative_farming_methods,viticulture,what is viticulture in agriculture,O O B-method_type O B-method_type
alternative_farming_methods,viticulture,is there any website for information on grapes farming,O O O B-method_helpline O B-method_helpline O B-method_type O
alternative_farming_methods,organic farming,what is the shelf life of organic produce,O O O O B-method_duration O B-method_type B-method_yield
alternative_farming_methods,organic farming,when is the best time to do organic farming,O O O B-method_adv B-method_duration O O B-method_type O
alternative_farming_methods,organic farming,why we need to do organic farming,O O B-method_adv O O B-method_type O
alternative_farming_methods,viticulture,how to harvest grapes,O O B-method_yield B-method_type
alternative_farming_methods,viticulture,how many different types of grapes are there,O O O O O B-method_type O O
alternative_farming_methods,horticulture,what is horticulture,O O B-method_type
alternative_farming_methods,viticulture,do grapes need rainfall to grow,O B-method_type B-method_adv B-method_requirements O B-method_duration
alternative_farming_methods,horticulture,what is the best fertilizer for carrots,O O O B-method_adv B-method_requirements O B-method-subtype
alternative_farming_methods,floriculture,what is the advantage of floriculture,O O O B-method_adv O B-method_type
alternative_farming_methods,floriculture,is flower farming profitable,O B-method_type O B-method_investment_cost
alternative_farming_methods,organic farming,how difficult is organic farming,O O O B-method_type O
alternative_farming_methods,viticulture,can i grow grapes in my backyard,O O B-method_duration B-method_type O O O
alternative_farming_methods,viticulture,what are the best regions for viticulture,O O O B-method_adv B-method_requirements O B-method_type
alternative_farming_methods,floriculture,what are the tips for selecting the best flowers for profitable business,O O O O O O O B-method_adv B-method_type O B-method_investment_cost O
alternative_farming_methods,horticulture,what is the horticulture helpline,O O O B-method_type B-method_helpline
alternative_farming_methods,floriculture,can floriculture be done in 1 hectare of land,O B-method_type O O O O O O B-method_requirements
alternative_farming_methods,floriculture,what are the tips for selecting soil and location for flower farming,O O O O O O B-method_requirements O O O B-method_type O
alternative_farming_methods,horticulture,how important is growing nuts in india,O B-method_adv O B-method_duration O O O
alternative_farming_methods,horticulture,what are the preferred months for horticulture,O O O O B-method_duration O B-method_type
alternative_farming_methods,floriculture,which flower is best for farming,O B-method_type O B-method_adv O O
alternative_farming_methods,organic farming,how the insect-pests can be managed on organic farms,O O B-method_requirements O O B-method_use O B-method_type O
alternative_farming_methods,horticulture,how do you store carrots,O O O O B-method-subtype
alternative_farming_methods,horticulture,what months are carrots harvested and how is it known that they are ready to harvest,O B-method_duration O B-method-subtype B-method_yield O O O O O O O O O O B-method_yield
alternative_farming_methods,viticulture,how to manage weeds in viticulture,O O B-method_use B-method_requirements O B-method_type
alternative_farming_methods,organic farming,why does organic farming need time,O O B-method_type O B-method_adv B-method_duration
alternative_farming_methods,horticulture,is it worth investing in horticulture,O O O O O B-method_type
alternative_farming_methods,floriculture,what is the importance of floriculture,O O O O O B-method_type
alternative_farming_methods,viticulture,is grapes market profitable,O B-method_type B-method_investment_cost B-method_investment_cost
alternative_farming_methods,horticulture,can you use store bought potatoes as seed potatoes,O O B-method_use O O B-method-subtype O B-method_requirements B-method-subtype
alternative_farming_methods,floriculture,how many years of practice does it take to master floriculture,O O B-method_duration O O O O O O O B-method_type
alternative_farming_methods,organic farming,what is organic farming and its disadvantages,O O B-method_type O O O B-method_adv
alternative_farming_methods,floriculture,what are the preferred months for floriculture,O O O O B-method_duration O B-method_type
alternative_farming_methods,horticulture,is horticulture a viable source of income,O B-method_type O O O O O
alternative_farming_methods,floriculture,is floriculture cheap,O B-method_type O
alternative_farming_methods,organic farming,is organic farming a type of alternative farming,O B-method_type O O O O O O
alternative_farming_methods,floriculture,is it easy to do floriculture,O O O O O B-method_type
alternative_farming_methods,floriculture,which state is the largest producer of flowers in india,O O O O O B-method_yield O B-method_type O O
alternative_farming_methods,viticulture,can viticulture be done in 1 hectare of land,O B-method_type O O O O O O B-method_requirements
alternative_farming_methods,viticulture,what is the advantage of viticulture,O O O B-method_adv O B-method_type
alternative_farming_methods,organic farming,what are the strengths of organic farming,O O O B-method_adv O B-method_type O
alternative_farming_methods,horticulture,what vegetables can one grow in the shade,O B-method-subtype O O B-method_duration O O O
alternative_farming_methods,viticulture,what is the best way to harvest grapes,O O O B-method_adv O O B-method_yield B-method_type
alternative_farming_methods,horticulture,which season is best for horticulture,O O O B-method_adv O B-method_type
alternative_farming_methods,floriculture,is floriculture profitable in india,O B-method_type B-method_investment_cost O O
alternative_farming_methods,viticulture,what is the initial investment needed for viticulture,O O O O B-method_investment_cost B-method_adv O B-method_type
alternative_farming_methods,floriculture,how cost effective is floriculture,O B-method_investment_cost B-method_disadv O B-method_type
alternative_farming_methods,organic farming,how is organic farming different from floriculture,O O B-method_type O O O B-method_type
alternative_farming_methods,viticulture,what is the organic soil requirement for viticulture,O O O B-method_type B-method_requirements B-method_requirements O B-method_type
alternative_farming_methods,organic farming,how are insect pests managed on organic farms,O O O B-method_requirements B-method_use O B-method_type O
alternative_farming_methods,viticulture,how long do grapes take to grow,O B-method_duration O B-method_type O O B-method_duration
alternative_farming_methods,viticulture,do people by grapes,O O O B-method_type
alternative_farming_methods,horticulture,how are vegetables grown in india,O O B-method-subtype B-method_duration O O
alternative_farming_methods,organic farming,are all organic produces pesticide free,O O B-method_type B-method_yield B-method_requirements O
alternative_farming_methods,organic farming,does organic farming yields low,O B-method_type O B-method_yield O
alternative_farming_methods,viticulture,where can i get information regarding viticulture,O O O O B-method_helpline O B-method_type
alternative_farming_methods,horticulture,can i learn how to do horticulture easily,O O O O O O B-method_type O
alternative_farming_methods,organic farming,do farmers take any precautions when they apply manure on organic farms,O O O O O O O B-method_use O O B-method_type O
alternative_farming_methods,viticulture,what is the yield of grapes farming,O O O B-method_yield O B-method_type O
alternative_farming_methods,floriculture,what are the weather conditions required for floriculture,O O O O O B-method_requirements O B-method_type
alternative_farming_methods,viticulture,where did viticulture originate,O O B-method_type O
alternative_farming_methods,floriculture,what is rose floriculture,O O B-method-subtype B-method_type
alternative_farming_methods,organic farming,is organic farming easy to do,O B-method_type O O O O
alternative_farming_methods,organic farming,what are the disadvantages of organic farming,O O O B-method_adv O B-method_type O
alternative_farming_methods,viticulture,are there any harmful effects of grapes farming,O O O B-method_disadv B-method_disadv O B-method_type O
alternative_farming_methods,floriculture,is floriculture beneficial to the environment,O B-method_type B-method_adv O O O
alternative_farming_methods,horticulture,what is the advantage of horticulture,O O O B-method_adv O B-method_type
alternative_farming_methods,horticulture,which are the best ornamental plants to grow,O O O B-method_adv O O O B-method_duration
alternative_farming_methods,floriculture,what is the investment for floriculture,O O O B-method_investment_cost O B-method_type
alternative_farming_methods,horticulture,is there a horticulture helpline,O O O B-method_type B-method_helpline
alternative_farming_methods,organic farming,is organic farming good,O B-method_type O B-method_adv
alternative_farming_methods,organic farming,how is weed control done on organic farms,O O B-method_requirements O O O B-method_type O
alternative_farming_methods,organic farming,is organic farming an alternative farming method,O B-method_type O O O O O
alternative_farming_methods,organic farming,list the benefits of organic farming,O O B-method_adv O B-method_type O
alternative_farming_methods,organic farming,is organic production economically feasible,O B-method_type B-method_use B-method_helpline B-method_investment_cost
alternative_farming_methods,viticulture,are there any special types of grapes to grow,O O O O O O B-method_type O B-method_duration
alternative_farming_methods,organic farming,what is the cost of production of organic farming,O O O B-method_investment_cost O B-method_use O B-method_type O
alternative_farming_methods,horticulture,what is the website available for horticulture information,O O O B-method_helpline O O B-method_type B-method_helpline
alternative_farming_methods,floriculture,what are diseases to control in floriculture,O O B-method_requirements O O O B-method_type
alternative_farming_methods,organic farming,how long does organic farming take,O B-method_duration O B-method_type O O
alternative_farming_methods,floriculture,what are the prices of tools required for floriculture,O O O B-method_investment_cost O O B-method_requirements O B-method_type
alternative_farming_methods,floriculture,is floriculture a good source of income,O B-method_type O B-method_adv O O O
alternative_farming_methods,viticulture,what is the sunlight requirement for grapes,O O O B-method_requirements B-method_requirements O B-method_type
alternative_farming_methods,viticulture,which fertilisers to use for viticulture,O B-method_requirements O B-method_use O B-method_type
alternative_farming_methods,horticulture,is there any research in horticulture,O O O O O B-method_type
alternative_farming_methods,viticulture,what is the initial cost of viticulture,O O O O B-method_investment_cost O B-method_type
alternative_farming_methods,viticulture,what are the tips for selecting soil and location for grapes farming,O O O O O O B-method_requirements O O O B-method_type O
alternative_farming_methods,floriculture,where can i get information regarding floriculture,O O O O B-method_helpline O B-method_type
alternative_farming_methods,floriculture,are there any educational tutorials for floriculture,O O O O O O B-method_type
alternative_farming_methods,organic farming,how can i contact an organic certifier,O O O B-method_helpline O B-method_type O
alternative_farming_methods,viticulture,is there a viticulture helpline,O O O B-method_type B-method_helpline
alternative_farming_methods,floriculture,is flowers expensive to buy,O B-method_type O O B-method_investment_cost
alternative_farming_methods,floriculture,is greenhouse needed for floriculture,O B-method_use B-method_adv O B-method_type
alternative_farming_methods,organic farming,what is the duration of farming,O O O B-method_duration O O
alternative_farming_methods,floriculture,how long does flower farming take,O B-method_duration O B-method_type O O
alternative_farming_methods,floriculture,what website to refer for floriculture,O B-method_helpline O O O B-method_type
alternative_farming_methods,horticulture,how much fertilizer is needed for potatoes and what are the best fertilizers,O O B-method_requirements O B-method_adv O B-method-subtype O O O O B-method_adv B-method_requirements
alternative_farming_methods,floriculture,how expensive is floriculture,O O O B-method_type
alternative_farming_methods,horticulture,what vegetables can be planted next to each other,O B-method-subtype O O O O O O O
alternative_farming_methods,organic farming,how soil fertility managed on organic farms,O B-method_requirements B-method_requirements B-method_use O B-method_type O
alternative_farming_methods,organic farming,whom to contact for organic seeds,O O B-method_helpline O B-method_type B-method_requirements
alternative_farming_methods,horticulture,is horticulture an alternative farming method,O B-method_type O O O O
alternative_farming_methods,organic farming,must farmers use organic seeds,O O B-method_use B-method_type B-method_requirements
alternative_farming_methods,horticulture,what new technology is used in horticulture,O O O O B-method_use O B-method_type
alternative_farming_methods,organic farming,what fertilizers can be used for organic farming,O B-method_requirements O O B-method_use O B-method_type O
alternative_farming_methods,viticulture,what is the investment required for viticulture,O O O B-method_investment_cost B-method_requirements O B-method_type
alternative_farming_methods,floriculture,what is floriculture in agriculture,O O B-method_type O B-method_type
alternative_farming_methods,floriculture,what is the best way to harvest in floriculture,O O O B-method_adv O O B-method_yield O B-method_type
alternative_farming_methods,floriculture,what is the land area required for floriculture,O O O B-method_requirements B-method_requirements B-method_requirements O B-method_type
alternative_farming_methods,viticulture,how tall are grapevines,O O O B-method_type
alternative_farming_methods,viticulture,does viticulture come under alternative farming methods,O B-method_type O O O O O
alternative_farming_methods,horticulture,what is the best weather to plant potatoes,O O O B-method_adv O O O B-method-subtype
alternative_farming_methods,viticulture,whom to contact for viticulture starting,O O B-method_helpline O B-method_type O
alternative_farming_methods,viticulture,what is organic grapes sales price,O O B-method_type B-method_type O B-method_investment_cost
alternative_farming_methods,viticulture,how long does it take to harvest grapes,O B-method_duration O O O O B-method_yield B-method_type
alternative_farming_methods,viticulture,how long does it take to grow grapes,O B-method_duration O O O O B-method_duration B-method_type
alternative_farming_methods,horticulture,how do i control weeds in vegetable farming,O O O O B-method_requirements O B-method-subtype O
alternative_farming_methods,organic farming,what are the issues caused due to organic farming,O O O B-method_disadv B-method_use O O B-method_type O
alternative_farming_methods,organic farming,why does organic cost more,O O B-method_type B-method_investment_cost O
alternative_farming_methods,organic farming,how many years does organic farming take as conversion period,O O B-method_duration O B-method_type O O O O B-method_duration
alternative_farming_methods,organic farming,why is organic farming important,O O B-method_type O B-method_adv
alternative_farming_methods,organic farming,what pesticides can i use in organic production,O B-method_requirements O O B-method_use O B-method_type B-method_use
alternative_farming_methods,horticulture,how many carrots can be obtained from one seed,O O B-method-subtype O O O O O B-method_requirements
alternative_farming_methods,horticulture,how often should carrots be watered and how much,O O O B-method-subtype O B-method_requirements O O O
alternative_farming_methods,viticulture,which grapes are the sweetest,O B-method_type O O O
alternative_farming_methods,organic farming,how to do rose organic farming,O O O B-method-subtype B-method_type O
alternative_farming_methods,organic farming,when is organic farming beneficial,O O B-method_type O B-method_adv
alternative_farming_methods,viticulture,is viticulture a cost effective farming method,O B-method_type O B-method_investment_cost B-method_disadv O O
alternative_farming_methods,horticulture,how do i manage pests and diseases on vegetable crops,O O O B-method_use B-method_requirements O B-method_requirements O B-method-subtype O
alternative_farming_methods,viticulture,what are the diseases that effect grapes farming,O O O B-method_requirements O B-method_disadv B-method_type O
alternative_farming_methods,floriculture,what is the climate requirement for flower farming,O O O B-method_requirements B-method_requirements O B-method_type O
alternative_farming_methods,organic farming,how is organic farming useful to society,O O B-method_type O B-method_use O O
alternative_farming_methods,floriculture,what is the floriculture helpline,O O O B-method_type B-method_helpline
alternative_farming_methods,viticulture,what are the by products of viticulture,O O O O B-method_use O B-method_type
alternative_farming_methods,floriculture,what is the investment required for floriculture,O O O B-method_investment_cost B-method_requirements O B-method_type
alternative_farming_methods,floriculture,what are floriculture products,O O B-method_type B-method_use
alternative_farming_methods,viticulture,is grapevines easy to sell,O B-method_type O O O
alternative_farming_methods,viticulture,is viticulture feasible economically,O B-method_type B-method_investment_cost B-method_helpline
alternative_farming_methods,floriculture,is floriculture a viable source of income,O B-method_type O O O O O
alternative_farming_methods,organic farming,what is organic farming,O O B-method_type O
alternative_farming_methods,viticulture,is there anyone i can contact to aid me in viticulture,O O O O O B-method_helpline O O O O B-method_type
alternative_farming_methods,floriculture,how to control diseases in flowers,O O O B-method_requirements O B-method_type
alternative_farming_methods,viticulture,how many different types of grapes exist,O O O O O B-method_type O
alternative_farming_methods,viticulture,which state is the largest producer of grapes in india,O O O O O B-method_yield O B-method_type O O
alternative_farming_methods,horticulture,when is the best season to fo horticulture,O O O B-method_adv O O O B-method_type
alternative_farming_methods,organic farming,how are diseases managed on organic farms,O O B-method_requirements B-method_use O B-method_type O
alternative_farming_methods,viticulture,what is the commercial value of viticulture,O O O O B-method_investment_cost O B-method_type
alternative_farming_methods,organic farming,how much labour is required of organic farming,O O B-method_requirements O B-method_requirements O B-method_type O
alternative_farming_methods,viticulture,what is the website available for viticulture information,O O O B-method_helpline O O B-method_type B-method_helpline
alternative_farming_methods,horticulture,what new tools are used in horticulture,O O O O B-method_use O B-method_type
alternative_farming_methods,viticulture,what is the viticulture helpline,O O O B-method_type B-method_helpline
alternative_farming_methods,horticulture,what vegetables can be planted in early spring,O B-method-subtype O O O O O O
alternative_farming_methods,floriculture,what is the best way to water your flower plant,O O O B-method_adv O O B-method_requirements O B-method_type O
alternative_farming_methods,organic farming,is it healthier to grow vegetables organically,O O O O B-method_duration B-method-subtype B-method_type
alternative_farming_methods,floriculture,whom to contact for floriculture starting,O O B-method_helpline O B-method_type O
alternative_farming_methods,organic farming,how are pests and diseases controlled in organic farms,O O B-method_requirements O B-method_requirements O O B-method_type O
alternative_farming_methods,horticulture,is herb growing expensive,O O B-method_duration O
alternative_farming_methods,floriculture,what are tips for flower plants to grow faster and larger,O O O O B-method_type O O B-method_duration O O O
alternative_farming_methods,viticulture,what is the cost of grapes grown through viticulture,O O O B-method_investment_cost O B-method_type B-method_duration O B-method_type
alternative_farming_methods,organic farming,what is the price of organic farming,O O O B-method_investment_cost O B-method_type O
alternative_farming_methods,viticulture,is it worth investing in viticulture,O O O O O B-method_type
alternative_farming_methods,floriculture,whom to call to know more about floriculture,O O B-method_helpline O O O O B-method_type
alternative_farming_methods,horticulture,is there anyone i can contact to aid me in horticulture,O O O O O B-method_helpline O O O O B-method_type
alternative_farming_methods,viticulture,what is the spacing of grapes,O O O B-method_requirements O B-method_type
alternative_farming_methods,floriculture,does floriculture require experience,O B-method_type B-method_requirements O
alternative_farming_methods,viticulture,is viticulture seasonal,O B-method_type O
alternative_farming_methods,organic farming,differentiate organic farming from normal farming,O B-method_type O O O O
alternative_farming_methods,horticulture,what is off seasonal vegetable farming,O O O O B-method-subtype O
alternative_farming_methods,horticulture,how do vegetables grow without seeds and what vegetables have no seeds,O O B-method-subtype B-method_duration O B-method_requirements O O B-method-subtype O O B-method_requirements
alternative_farming_methods,organic farming,how much work does organic farming take,O O O O B-method_type O O
alternative_farming_methods,horticulture,what is the shelf life of nuts,O O O O B-method_duration O O
alternative_farming_methods,floriculture,what are the advantages of greenhouse in floriculture,O O O B-method_adv O B-method_use O B-method_type
alternative_farming_methods,organic farming,what is the need for organic farming,O O O B-method_adv O B-method_type O
alternative_farming_methods,horticulture,why do vegetable crops sometimes have low production,O O B-method-subtype O B-method_duration O O B-method_use
alternative_farming_methods,viticulture,what is suitable weather for viticulture,O O O O O B-method_type
alternative_farming_methods,floriculture,what is the importance of floriculture in india,O O O O O B-method_type O O
alternative_farming_methods,organic farming,how does organic farming improve soil and water quality,O O B-method_type O B-method_adv B-method_requirements O B-method_requirements O
alternative_farming_methods,horticulture,what are the limitations of vegetable cultivation in india,O O O O O B-method-subtype O O O
alternative_farming_methods,viticulture,when is the best season to fo viticulture,O O O B-method_adv O O O B-method_type
alternative_farming_methods,horticulture,is the equipment required for horticulture expensive,O O O B-method_requirements O B-method_type O
alternative_farming_methods,organic farming,how much investment is required for 1 acre land for organic farming,O O B-method_investment_cost O B-method_requirements O O O B-method_requirements O B-method_type O
alternative_farming_methods,organic farming,is organic farming expensive,O B-method_type O O
alternative_farming_methods,floriculture,which flowers are suitable for greenhouse farming,O B-method_type O O O B-method_use O
alternative_farming_methods,floriculture,when is the best season to fo floriculture,O O O B-method_adv O O O B-method_type
alternative_farming_methods,horticulture,how much fertilizer is required by the carrot plants,O O B-method_requirements O B-method_requirements O O B-method-subtype O
alternative_farming_methods,horticulture,is oranges a part of horticulture,O O O O O B-method_type
alternative_farming_methods,organic farming,how does organic farming help the environment,O O B-method_type O B-method_helpline O O
alternative_farming_methods,floriculture,what are the cultivation methods to profit from floriculture,O O O O O O B-method_investment_cost O B-method_type
alternative_farming_methods,viticulture,what is viticultures importance,O O B-method_type O
alternative_farming_methods,organic farming,how many years to convert normal land to organic,O O B-method_duration O O O B-method_requirements O B-method_type
alternative_farming_methods,organic farming,is organic farming time consuming,O B-method_type O B-method_duration O
alternative_farming_methods,horticulture,what herbs are expensive,O O O O
alternative_farming_methods,floriculture,what is the storage needed for floriculture,O O O B-method_requirements B-method_adv O B-method_type
alternative_farming_methods,floriculture,what is the scope of floriculture in india,O O O O O B-method_type O O
